month,day,year,home_team,away_team,home_score,away_score
10,18,2022,Golden State Warriors,Los Angeles Lakers,123,109
10,18,2022,Boston Celtics,Philadelphia 76ers,126,117
10,19,2022,San Antonio Spurs,Charlotte Hornets,102,129
10,19,2022,Miami Heat,Chicago Bulls,108,116
10,19,2022,Toronto Raptors,Cleveland Cavaliers,108,105
10,19,2022,Phoenix Suns,Dallas Mavericks,107,105
10,19,2022,Utah Jazz,Denver Nuggets,123,102
10,19,2022,Atlanta Hawks,Houston Rockets,117,107
10,19,2022,Brooklyn Nets,New Orleans Pelicans,108,130
10,19,2022,Memphis Grizzlies,New York Knicks,115,112
10,19,2022,Minnesota Timberwolves,Oklahoma City Thunder,115,108
10,19,2022,Detroit Pistons,Orlando Magic,113,109
10,19,2022,Sacramento Kings,Portland Trailblazers,108,115
10,19,2022,Indiana Pacers,Washington Wizards,107,114
10,20,2022,Los Angeles Lakers,Los Angeles Clippers,97,103
10,20,2022,Philadelphia 76ers,Milwaukee Bucks,88,90
10,21,2022,Miami Heat,Boston Celtics,104,111
10,21,2022,Washington Wizards,Chicago Bulls,102,100
10,21,2022,Golden State Warriors,Denver Nuggets,123,128
10,21,2022,New York Knicks,Detroit Pistons,130,106
10,21,2022,Houston Rockets,Memphis Grizzlies,122,129
10,21,2022,Charlotte Hornets,New Orleans Pelicans,112,124
10,21,2022,Atlanta Hawks,Orlando Magic,108,98
10,21,2022,Portland Trailblazers,Phoenix Suns,113,111
10,21,2022,Indiana Pacers,San Antonio Spurs,134,137
10,21,2022,Brooklyn Nets,Toronto Raptors,109,105
10,21,2022,Minnesota Timberwolves,Utah Jazz,126,132
10,22,2022,Orlando Magic,Boston Celtics,120,126
10,22,2022,Chicago Bulls,Cleveland Cavaliers,96,128
10,22,2022,Indiana Pacers,Detroit Pistons,124,115
10,22,2022,Milwaukee Bucks,Houston Rockets,125,105
10,22,2022,Sacramento Kings,Los Angeles Clippers,109,111
10,22,2022,Dallas Mavericks,Memphis Grizzlies,137,96
10,22,2022,Denver Nuggets,Oklahoma City Thunder,122,117
10,22,2022,Philadelphia 76ers,San Antonio Spurs,105,114
10,22,2022,Miami Heat,Toronto Raptors,112,109
10,23,2022,Atlanta Hawks,Charlotte Hornets,109,126
10,23,2022,Oklahoma City Thunder,Minnesota Timberwolves,106,116
10,23,2022,Los Angeles Clippers,Phoenix Suns,95,112
10,23,2022,Los Angeles Lakers,Portland Trailblazers,104,106
10,23,2022,Golden State Warriors,Sacramento Kings,130,125
10,23,2022,New Orleans Pelicans,Utah Jazz,121,122
10,23,2022,Cleveland Cavaliers,Washington Wizards,117,107
10,24,2022,Memphis Grizzlies,Brooklyn Nets,134,124
10,24,2022,Chicago Bulls,Boston Celtics,120,102
10,24,2022,Portland Trailblazers,Denver Nuggets,135,110
10,24,2022,Philadelphia 76ers,Indiana Pacers,120,106
10,24,2022,New York Knicks,Orlando Magic,115,102
10,24,2022,Minnesota Timberwolves,San Antonio Spurs,106,115
10,24,2022,Miami Heat,Toronto Raptors,90,98
10,24,2022,Houston Rockets,Utah Jazz,114,108
10,25,2022,New Orleans Pelicans,Dallas Mavericks,113,111
10,25,2022,Washington Wizards,Detroit Pistons,120,99
10,25,2022,Phoenix Suns,Golden State Warriors,134,105
10,25,2022,Oklahoma City Thunder,Los Angeles Clippers,108,94
10,26,2022,Detroit Pistons,Atlanta Hawks,113,118
10,26,2022,Milwaukee Bucks,Brooklyn Nets,110,99
10,26,2022,New York Knicks,Charlotte Hornets,134,131
10,26,2022,Utah Jazz,Houston Rockets,109,101
10,26,2022,Chicago Bulls,Indiana Pacers,124,109
10,26,2022,Denver Nuggets,Los Angeles Lakers,110,99
10,26,2022,Portland Trailblazers,Miami Heat,98,119
10,26,2022,Cleveland Cavaliers,Orlando Magic,103,92
10,26,2022,Toronto Raptors,Philadelphia 76ers,119,109
10,26,2022,Minnesota Timberwolves,San Antonio Spurs,134,122
10,27,2022,Brooklyn Nets,Dallas Mavericks,125,129
10,27,2022,Oklahoma City Thunder,Los Angeles Clippers,118,110
10,27,2022,Sacramento Kings,Memphis Grizzlies,110,125
10,27,2022,Golden State Warriors,Miami Heat,123,110
10,28,2022,Detroit Pistons,Atlanta Hawks,112,136
10,28,2022,Orlando Magic,Charlotte Hornets,113,93
10,28,2022,San Antonio Spurs,Chicago Bulls,129,124
10,28,2022,Boston Celtics,Cleveland Cavaliers,123,132
10,28,2022,Portland Trailblazers,Houston Rockets,125,111
10,28,2022,Washington Wizards,Indiana Pacers,117,127
10,28,2022,Minnesota Timberwolves,Los Angeles Lakers,111,102
10,28,2022,Phoenix Suns,New Orleans Pelicans,124,111
10,28,2022,Milwaukee Bucks,New York Knicks,119,108
10,28,2022,Toronto Raptors,Philadelphia 76ers,90,112
10,28,2022,Denver Nuggets,Utah Jazz,117,101
10,29,2022,Milwaukee Bucks,Atlanta Hawks,123,115
10,29,2022,Charlotte Hornets,Golden State Warriors,120,113
10,29,2022,Brooklyn Nets,Indiana Pacers,116,125
10,29,2022,Utah Jazz,Memphis Grizzlies,124,123
10,29,2022,Sacramento Kings,Miami Heat,119,113
10,29,2022,Dallas Mavericks,Oklahoma City Thunder,111,117
10,29,2022,Chicago Bulls,Philadelphia 76ers,109,114
10,30,2022,Los Angeles Lakers,Denver Nuggets,121,110
10,30,2022,Detroit Pistons,Golden State Warriors,128,114
10,30,2022,Phoenix Suns,Houston Rockets,124,109
10,30,2022,San Antonio Spurs,Minnesota Timberwolves,107,98
10,30,2022,Los Angeles Clippers,New Orleans Pelicans,91,112
10,30,2022,Cleveland Cavaliers,New York Knicks,121,108
10,30,2022,Dallas Mavericks,Orlando Magic,114,105
10,30,2022,Boston Celtics,Washington Wizards,112,94
10,31,2022,Toronto Raptors,Atlanta Hawks,139,109
10,31,2022,Milwaukee Bucks,Detroit Pistons,110,108
10,31,2022,Los Angeles Clippers,Houston Rockets,95,93
10,31,2022,Brooklyn Nets,Indiana Pacers,116,109
10,31,2022,Utah Jazz,Memphis Grizzlies,121,105
10,31,2022,Washington Wizards,Philadelphia 76ers,111,118
10,31,2022,Charlotte Hornets,Sacramento Kings,108,115
11,1,2022,Brooklyn Nets,Chicago Bulls,99,108
11,1,2022,Miami Heat,Golden State Warriors,116,109
11,1,2022,Phoenix Suns,Minnesota Timberwolves,116,107
11,1,2022,Oklahoma City Thunder,Orlando Magic,116,108
11,2,2022,New York Knicks,Atlanta Hawks,99,112
11,2,2022,Cleveland Cavaliers,Boston Celtics,114,113
11,2,2022,Chicago Bulls,Charlotte Hornets,106,88
11,2,2022,Milwaukee Bucks,Detroit Pistons,116,91
11,2,2022,Houston Rockets,Los Angeles Clippers,101,109
11,2,2022,Portland Trailblazers,Memphis Grizzlies,106,111
11,2,2022,Los Angeles Lakers,New Orleans Pelicans,120,117
11,2,2022,Miami Heat,Sacramento Kings,110,107
11,2,2022,San Antonio Spurs,Toronto Raptors,100,143
11,2,2022,Dallas Mavericks,Utah Jazz,103,100
11,2,2022,Philadelphia 76ers,Washington Wizards,111,121
11,3,2022,Oklahoma City Thunder,Denver Nuggets,110,122
11,3,2022,Orlando Magic,Golden State Warriors,130,129
11,4,2022,Washington Wizards,Brooklyn Nets,86,128
11,4,2022,Memphis Grizzlies,Charlotte Hornets,130,99
11,4,2022,Boston Celtics,Chicago Bulls,123,119
11,4,2022,Detroit Pistons,Cleveland Cavaliers,88,112
11,4,2022,New Orleans Pelicans,Golden State Warriors,114,105
11,4,2022,San Antonio Spurs,Los Angeles Clippers,106,113
11,4,2022,Indiana Pacers,Miami Heat,101,99
11,4,2022,Minnesota Timberwolves,Milwaukee Bucks,102,115
11,4,2022,Philadelphia 76ers,New York Knicks,104,106
11,4,2022,Phoenix Suns,Portland Trailblazers,106,108
11,4,2022,Dallas Mavericks,Toronto Raptors,111,110
11,4,2022,Los Angeles Lakers,Utah Jazz,116,130
11,5,2022,Charlotte Hornets,Brooklyn Nets,94,98
11,5,2022,New York Knicks,Boston Celtics,118,133
11,5,2022,Minnesota Timberwolves,Houston Rockets,129,117
11,5,2022,Atlanta Hawks,New Orleans Pelicans,124,121
11,5,2022,Milwaukee Bucks,Oklahoma City Thunder,108,94
11,5,2022,Phoenix Suns,Portland Trailblazers,102,82
11,5,2022,Denver Nuggets,San Antonio Spurs,126,101
11,5,2022,Orlando Magic,Sacramento Kings,123,126
11,6,2022,Toronto Raptors,Chicago Bulls,113,104
11,6,2022,Los Angeles Lakers,Cleveland Cavaliers,100,114
11,6,2022,Los Angeles Clippers,Utah Jazz,102,110
11,6,2022,Memphis Grizzlies,Washington Wizards,103,97
11,7,2022,Dallas Mavericks,Brooklyn Nets,96,94
11,7,2022,Memphis Grizzlies,Boston Celtics,106,109
11,7,2022,Los Angeles Clippers,Cleveland Cavaliers,119,117
11,7,2022,San Antonio Spurs,Denver Nuggets,109,115
11,7,2022,Orlando Magic,Houston Rockets,127,134
11,7,2022,Utah Jazz,Los Angeles Lakers,139,116
11,7,2022,Atlanta Hawks,Milwaukee Bucks,117,98
11,7,2022,Indiana Pacers,New Orleans Pelicans,129,122
11,7,2022,Minnesota Timberwolves,New York Knicks,107,120
11,7,2022,Detroit Pistons,Oklahoma City Thunder,112,103
11,7,2022,Philadelphia 76ers,Phoenix Suns,100,88
11,7,2022,Miami Heat,Portland Trailblazers,107,110
11,7,2022,Golden State Warriors,Sacramento Kings,116,113
11,7,2022,Chicago Bulls,Toronto Raptors,111,97
11,7,2022,Charlotte Hornets,Washington Wizards,100,108
11,9,2022,Sacramento Kings,Cleveland Cavaliers,127,120
11,9,2022,Orlando Magic,Dallas Mavericks,94,87
11,9,2022,Indiana Pacers,Denver Nuggets,119,122
11,9,2022,Boston Celtics,Detroit Pistons,128,112
11,9,2022,Toronto Raptors,Houston Rockets,116,109
11,9,2022,Los Angeles Clippers,Los Angeles Lakers,114,101
11,9,2022,San Antonio Spurs,Memphis Grizzlies,122,124
11,9,2022,Oklahoma City Thunder,Milwaukee Bucks,132,136
11,9,2022,Chicago Bulls,New Orleans Pelicans,111,115
11,9,2022,Brooklyn Nets,New York Knicks,112,85
11,9,2022,Minnesota Timberwolves,Phoenix Suns,117,129
11,9,2022,Charlotte Hornets,Portland Trailblazers,95,105
11,9,2022,Atlanta Hawks,Utah Jazz,119,125
11,10,2022,Miami Heat,Charlotte Hornets,117,112
11,10,2022,Washington Wizards,Dallas Mavericks,113,105
11,10,2022,Atlanta Hawks,Philadelphia 76ers,104,95
11,10,2022,New Orleans Pelicans,Portland Trailblazers,95,106
11,11,2022,Golden State Warriors,Cleveland Cavaliers,106,101
11,11,2022,Boston Celtics,Denver Nuggets,131,112
11,11,2022,New York Knicks,Detroit Pistons,121,112
11,11,2022,San Antonio Spurs,Milwaukee Bucks,111,93
11,11,2022,Memphis Grizzlies,Minnesota Timberwolves,114,103
11,11,2022,Orlando Magic,Phoenix Suns,114,97
11,11,2022,Los Angeles Lakers,Sacramento Kings,114,120
11,11,2022,Oklahoma City Thunder,Toronto Raptors,132,113
11,12,2022,Philadelphia 76ers,Atlanta Hawks,121,109
11,12,2022,Los Angeles Clippers,Brooklyn Nets,95,110
11,12,2022,Detroit Pistons,Boston Celtics,108,117
11,12,2022,Miami Heat,Charlotte Hornets,132,115
11,12,2022,New Orleans Pelicans,Houston Rockets,119,106
11,12,2022,Dallas Mavericks,Portland Trailblazers,117,112
11,12,2022,Indiana Pacers,Toronto Raptors,118,104
11,12,2022,Washington Wizards,Utah Jazz,121,112
11,13,2022,Los Angeles Lakers,Brooklyn Nets,116,103
11,13,2022,Chicago Bulls,Denver Nuggets,103,126
11,13,2022,Sacramento Kings,Golden State Warriors,122,115
11,13,2022,Washington Wizards,Memphis Grizzlies,102,92
11,13,2022,Cleveland Cavaliers,Minnesota Timberwolves,124,129
11,13,2022,New York Knicks,Oklahoma City Thunder,135,145
11,13,2022,Philadelphia 76ers,Utah Jazz,105,98
11,14,2022,Milwaukee Bucks,Atlanta Hawks,106,121
11,14,2022,Orlando Magic,Charlotte Hornets,105,112
11,14,2022,Houston Rockets,Los Angeles Clippers,106,122
11,14,2022,Boston Celtics,Oklahoma City Thunder,126,122
11,14,2022,Miami Heat,Phoenix Suns,113,112
11,14,2022,Golden State Warriors,San Antonio Spurs,132,95
11,14,2022,Detroit Pistons,Toronto Raptors,111,115
11,15,2022,Sacramento Kings,Brooklyn Nets,153,121
11,15,2022,Dallas Mavericks,Los Angeles Clippers,103,101
11,15,2022,New Orleans Pelicans,Memphis Grizzlies,113,102
11,15,2022,Utah Jazz,New York Knicks,111,118
11,15,2022,Portland Trailblazers,San Antonio Spurs,117,110
11,16,2022,Atlanta Hawks,Boston Celtics,101,126
11,16,2022,New Orleans Pelicans,Chicago Bulls,124,110
11,16,2022,Milwaukee Bucks,Cleveland Cavaliers,113,98
11,16,2022,Phoenix Suns,Golden State Warriors,130,119
11,16,2022,Dallas Mavericks,Houston Rockets,92,101
11,16,2022,Charlotte Hornets,Indiana Pacers,113,125
11,16,2022,Toronto Raptors,Miami Heat,112,104
11,16,2022,Orlando Magic,Minnesota Timberwolves,108,126
11,16,2022,Denver Nuggets,New York Knicks,103,106
11,16,2022,Washington Wizards,Oklahoma City Thunder,120,121
11,17,2022,Portland Trailblazers,Brooklyn Nets,107,109
11,17,2022,Sacramento Kings,San Antonio Spurs,130,112
11,17,2022,Los Angeles Clippers,Detroit Pistons,96,91
11,18,2022,New Orleans Pelicans,Boston Celtics,109,117
11,18,2022,Cleveland Cavaliers,Charlotte Hornets,132,122
11,18,2022,Dallas Mavericks,Denver Nuggets,127,99
11,18,2022,Los Angeles Lakers,Detroit Pistons,128,121
11,18,2022,Houston Rockets,Indiana Pacers,91,99
11,18,2022,Washington Wizards,Miami Heat,107,106
11,18,2022,Philadelphia 76ers,Milwaukee Bucks,110,102
11,18,2022,Golden State Warriors,New York Knicks,111,101
11,18,2022,Memphis Grizzlies,Oklahoma City Thunder,121,110
11,18,2022,Chicago Bulls,Orlando Magic,107,108
11,18,2022,Utah Jazz,Phoenix Suns,134,133
11,19,2022,Philadelphia 76ers,Minnesota Timberwolves,109,112
11,19,2022,Indiana Pacers,Orlando Magic,114,113
11,19,2022,Los Angeles Clippers,San Antonio Spurs,119,97
11,19,2022,Atlanta Hawks,Toronto Raptors,124,122
11,19,2022,Portland Trailblazers,Utah Jazz,113,118
11,20,2022,Washington Wizards,Charlotte Hornets,106,102
11,20,2022,Dallas Mavericks,Denver Nuggets,97,98
11,20,2022,Sacramento Kings,Detroit Pistons,137,129
11,20,2022,Houston Rockets,Golden State Warriors,120,127
11,20,2022,Brooklyn Nets,Memphis Grizzlies,127,115
11,20,2022,Cleveland Cavaliers,Miami Heat,113,87
11,20,2022,Phoenix Suns,New York Knicks,116,95
11,20,2022,Los Angeles Lakers,San Antonio Spurs,123,92
11,21,2022,Cleveland Cavaliers,Atlanta Hawks,114,102
11,21,2022,Chicago Bulls,Boston Celtics,121,107
11,21,2022,New Orleans Pelicans,Golden State Warriors,128,83
11,21,2022,Minnesota Timberwolves,Miami Heat,105,101
11,21,2022,Oklahoma City Thunder,New York Knicks,119,129
11,21,2022,Indiana Pacers,Orlando Magic,123,102
11,21,2022,Milwaukee Bucks,Portland Trailblazers,119,111
11,21,2022,Los Angeles Clippers,Utah Jazz,121,114
11,22,2022,Philadelphia 76ers,Brooklyn Nets,115,106
11,22,2022,Denver Nuggets,Detroit Pistons,108,110
11,22,2022,Phoenix Suns,Los Angeles Lakers,115,105
11,22,2022,Memphis Grizzlies,Sacramento Kings,109,113
11,23,2022,Toronto Raptors,Brooklyn Nets,98,112
11,23,2022,Milwaukee Bucks,Chicago Bulls,113,118
11,23,2022,Boston Celtics,Dallas Mavericks,125,112
11,23,2022,Oklahoma City Thunder,Denver Nuggets,126,131
11,23,2022,Utah Jazz,Detroit Pistons,116,125
11,23,2022,Golden State Warriors,Los Angeles Clippers,124,107
11,23,2022,Indiana Pacers,Minnesota Timberwolves,101,115
11,23,2022,San Antonio Spurs,New Orleans Pelicans,110,129
11,23,2022,Charlotte Hornets,Philadelphia 76ers,107,101
11,23,2022,Cleveland Cavaliers,Portland Trailblazers,114,96
11,23,2022,Atlanta Hawks,Sacramento Kings,115,106
11,23,2022,Miami Heat,Washington Wizards,113,105
11,25,2022,Houston Rockets,Atlanta Hawks,128,122
11,25,2022,Indiana Pacers,Brooklyn Nets,128,117
11,25,2022,Oklahoma City Thunder,Chicago Bulls,123,119
11,25,2022,Milwaukee Bucks,Cleveland Cavaliers,117,102
11,25,2022,Los Angeles Clippers,Denver Nuggets,104,114
11,25,2022,Phoenix Suns,Detroit Pistons,108,102
11,25,2022,San Antonio Spurs,Los Angeles Lakers,94,105
11,25,2022,Charlotte Hornets,Minnesota Timberwolves,110,108
11,25,2022,Memphis Grizzlies,New Orleans Pelicans,132,111
11,25,2022,Orlando Magic,Philadelphia 76ers,99,107
11,25,2022,New York Knicks,Portland Trailblazers,129,132
11,25,2022,Boston Celtics,Sacramento Kings,122,104
11,25,2022,Golden State Warriors,Utah Jazz,129,118
11,25,2022,Miami Heat,Washington Wizards,110,107
11,26,2022,Toronto Raptors,Dallas Mavericks,105,100
11,26,2022,San Antonio Spurs,Los Angeles Lakers,138,143
11,26,2022,Houston Rockets,Oklahoma City Thunder,118,105
11,26,2022,Phoenix Suns,Utah Jazz,113,112
11,27,2022,Detroit Pistons,Cleveland Cavaliers,94,102
11,27,2022,Milwaukee Bucks,Dallas Mavericks,124,115
11,27,2022,Minnesota Timberwolves,Golden State Warriors,114,137
11,27,2022,Los Angeles Clippers,Indiana Pacers,114,100
11,27,2022,New York Knicks,Memphis Grizzlies,123,127
11,27,2022,Atlanta Hawks,Miami Heat,98,106
11,27,2022,Orlando Magic,Philadelphia 76ers,103,133
11,27,2022,Brooklyn Nets,Portland Trailblazers,111,97
11,27,2022,Boston Celtics,Washington Wizards,130,121
11,28,2022,Philadelphia 76ers,Atlanta Hawks,104,101
11,28,2022,Boston Celtics,Charlotte Hornets,140,105
11,28,2022,Utah Jazz,Chicago Bulls,107,114
11,28,2022,Toronto Raptors,Cleveland Cavaliers,100,88
11,28,2022,Denver Nuggets,Houston Rockets,129,113
11,28,2022,Los Angeles Lakers,Indiana Pacers,115,116
11,28,2022,Washington Wizards,Minnesota Timberwolves,142,127
11,28,2022,New Orleans Pelicans,Oklahoma City Thunder,105,101
11,28,2022,Brooklyn Nets,Orlando Magic,109,102
11,28,2022,Sacramento Kings,Phoenix Suns,117,122
11,29,2022,Dallas Mavericks,Golden State Warriors,116,113
11,29,2022,Portland Trailblazers,Los Angeles Clippers,112,118
11,29,2022,Detroit Pistons,New York Knicks,110,140
11,30,2022,Orlando Magic,Atlanta Hawks,108,125
11,30,2022,Phoenix Suns,Chicago Bulls,132,113
11,30,2022,Denver Nuggets,Houston Rockets,120,100
11,30,2022,Sacramento Kings,Indiana Pacers,137,114
11,30,2022,Utah Jazz,Los Angeles Clippers,125,112
11,30,2022,Minnesota Timberwolves,Memphis Grizzlies,109,101
11,30,2022,Boston Celtics,Miami Heat,134,121
11,30,2022,New York Knicks,Milwaukee Bucks,103,109
11,30,2022,Cleveland Cavaliers,Philadelphia 76ers,113,85
11,30,2022,Los Angeles Lakers,Portland Trailblazers,128,109
11,30,2022,Oklahoma City Thunder,San Antonio Spurs,119,111
11,30,2022,New Orleans Pelicans,Toronto Raptors,126,108
11,30,2022,Brooklyn Nets,Washington Wizards,113,107
12,1,2022,Detroit Pistons,Dallas Mavericks,131,125
12,2,2022,Golden State Warriors,Chicago Bulls,119,111
12,2,2022,Atlanta Hawks,Denver Nuggets,117,109
12,2,2022,Phoenix Suns,Houston Rockets,121,122
12,2,2022,Utah Jazz,Indiana Pacers,139,119
12,2,2022,Milwaukee Bucks,Los Angeles Lakers,129,133
12,2,2022,Boston Celtics,Miami Heat,116,120
12,2,2022,San Antonio Spurs,New Orleans Pelicans,99,117
12,2,2022,Cleveland Cavaliers,Orlando Magic,107,96
12,2,2022,Memphis Grizzlies,Philadelphia 76ers,117,109
12,2,2022,Brooklyn Nets,Toronto Raptors,114,105
12,2,2022,Charlotte Hornets,Washington Wizards,117,116
12,3,2022,New York Knicks,Dallas Mavericks,100,121
12,3,2022,Golden State Warriors,Houston Rockets,120,101
12,3,2022,Charlotte Hornets,Milwaukee Bucks,96,105
12,3,2022,Minnesota Timberwolves,Oklahoma City Thunder,128,135
12,3,2022,Toronto Raptors,Orlando Magic,121,108
12,3,2022,Utah Jazz,Portland Trailblazers,111,116
12,3,2022,Los Angeles Clippers,Sacramento Kings,96,123
12,4,2022,Brooklyn Nets,Boston Celtics,92,103
12,4,2022,Sacramento Kings,Chicago Bulls,110,101
12,4,2022,New York Knicks,Cleveland Cavaliers,92,81
12,4,2022,New Orleans Pelicans,Denver Nuggets,121,106
12,4,2022,Portland Trailblazers,Indiana Pacers,116,100
12,4,2022,Washington Wizards,Los Angeles Lakers,119,130
12,4,2022,Detroit Pistons,Memphis Grizzlies,112,122
12,4,2022,San Antonio Spurs,Phoenix Suns,95,133
12,5,2022,Toronto Raptors,Boston Celtics,110,116
12,5,2022,Golden State Warriors,Indiana Pacers,104,112
12,5,2022,Charlotte Hornets,Los Angeles Clippers,117,119
12,5,2022,Memphis Grizzlies,Miami Heat,101,93
12,5,2022,Orlando Magic,Milwaukee Bucks,102,109
12,5,2022,Atlanta Hawks,Oklahoma City Thunder,114,121
12,5,2022,Houston Rockets,Philadelphia 76ers,132,123
12,5,2022,Dallas Mavericks,Phoenix Suns,130,111
12,6,2022,Denver Nuggets,Dallas Mavericks,115,116
12,6,2022,Miami Heat,Detroit Pistons,96,116
12,6,2022,Cleveland Cavaliers,Los Angeles Lakers,116,102
12,7,2022,New York Knicks,Atlanta Hawks,113,89
12,7,2022,Phoenix Suns,Boston Celtics,98,125
12,7,2022,Brooklyn Nets,Charlotte Hornets,122,116
12,7,2022,New Orleans Pelicans,Detroit Pistons,104,98
12,7,2022,Utah Jazz,Golden State Warriors,124,123
12,7,2022,Minnesota Timberwolves,Indiana Pacers,121,115
12,7,2022,Orlando Magic,Los Angeles Clippers,116,111
12,7,2022,Toronto Raptors,Los Angeles Lakers,126,113
12,7,2022,Memphis Grizzlies,Oklahoma City Thunder,123,102
12,7,2022,Milwaukee Bucks,Sacramento Kings,126,113
12,7,2022,Chicago Bulls,Washington Wizards,115,111
12,8,2022,Portland Trailblazers,Denver Nuggets,120,121
12,8,2022,San Antonio Spurs,Houston Rockets,118,109
12,8,2022,Miami Heat,Los Angeles Clippers,115,110
12,9,2022,Brooklyn Nets,Atlanta Hawks,120,116
12,9,2022,Memphis Grizzlies,Detroit Pistons,114,103
12,9,2022,Philadelphia 76ers,Los Angeles Lakers,133,122
12,9,2022,Dallas Mavericks,Milwaukee Bucks,105,106
12,9,2022,Utah Jazz,Minnesota Timberwolves,108,118
12,9,2022,Charlotte Hornets,New York Knicks,102,121
12,9,2022,New Orleans Pelicans,Phoenix Suns,128,117
12,9,2022,Cleveland Cavaliers,Sacramento Kings,95,106
12,9,2022,Orlando Magic,Toronto Raptors,113,109
12,9,2022,Indiana Pacers,Washington Wizards,121,111
12,10,2022,Indiana Pacers,Brooklyn Nets,133,136
12,10,2022,Portland Trailblazers,Minnesota Timberwolves,124,118
12,10,2022,Golden State Warriors,Boston Celtics,123,107
12,10,2022,Chicago Bulls,Dallas Mavericks,144,115
12,10,2022,Washington Wizards,Los Angeles Clippers,107,114
12,10,2022,Cleveland Cavaliers,Oklahoma City Thunder,110,102
12,10,2022,Miami Heat,San Antonio Spurs,111,115
12,10,2022,Denver Nuggets,Utah Jazz,115,110
12,11,2022,Philadelphia 76ers,Charlotte Hornets,131,113
12,11,2022,Atlanta Hawks,Chicago Bulls,123,122
12,11,2022,Detroit Pistons,Los Angeles Lakers,117,124
12,11,2022,Houston Rockets,Milwaukee Bucks,97,92
12,11,2022,New Orleans Pelicans,Phoenix Suns,129,124
12,11,2022,New York Knicks,Sacramento Kings,112,99
12,11,2022,Orlando Magic,Toronto Raptors,111,99
12,12,2022,Memphis Grizzlies,Atlanta Hawks,128,103
12,12,2022,Washington Wizards,Brooklyn Nets,100,112
12,12,2022,Los Angeles Clippers,Boston Celtics,113,93
12,12,2022,San Antonio Spurs,Cleveland Cavaliers,112,111
12,12,2022,Indiana Pacers,Miami Heat,82,87
